dataset,data_type,event_name,detector,url,doi_or_source,local_path,download_status,duration_s,gps_start
GWTC-3/O1-O3,strain_hdf5_4khz,GW190620_030421,L1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190620_030421/v2/L-L1_GWOSC_4KHZ_R1-1245033032-4096.hdf5,GWOSC,data/real_strain/GW190620_030421/L-L1_GWOSC_4KHZ_R1-1245033032-4096.hdf5,already_exists,4096.0,1245033032.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190630_185205,H1,,GWOSC,,no_gwosc_url,,
GWTC-3/O1-O3,strain_hdf5_4khz,GW190630_185205,L1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190630_185205/v2/L-L1_GWOSC_4KHZ_R1-1245953896-4096.hdf5,GWOSC,data/real_strain/GW190630_185205/L-L1_GWOSC_4KHZ_R1-1245953896-4096.hdf5,already_exists,4096.0,1245953896.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190701_203306,H1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190701_203306/v2/H-H1_GWOSC_4KHZ_R1-1246046357-4096.hdf5,GWOSC,data/real_strain/GW190701_203306/H-H1_GWOSC_4KHZ_R1-1246046357-4096.hdf5,already_exists,4096.0,1246046357.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190701_203306,L1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190701_203306/v2/L-L1_GWOSC_4KHZ_R1-1246046357-4096.hdf5,GWOSC,data/real_strain/GW190701_203306/L-L1_GWOSC_4KHZ_R1-1246046357-4096.hdf5,already_exists,4096.0,1246046357.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190706_222641,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1245708288/H-H1_GWOSC_O3a_4KHZ_R1-1246486528-4096.hdf5,GWOSC,data/real_strain/GW190706_222641/H-H1_GWOSC_O3a_4KHZ_R1-1246486528-4096.hdf5,already_exists,4096.0,1246486528.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190706_222641,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1245708288/L-L1_GWOSC_O3a_4KHZ_R1-1246486528-4096.hdf5,GWOSC,data/real_strain/GW190706_222641/L-L1_GWOSC_O3a_4KHZ_R1-1246486528-4096.hdf5,already_exists,4096.0,1246486528.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190707_093326,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1245708288/H-H1_GWOSC_O3a_4KHZ_R1-1246523392-4096.hdf5,GWOSC,data/real_strain/GW190707_093326/H-H1_GWOSC_O3a_4KHZ_R1-1246523392-4096.hdf5,already_exists,4096.0,1246523392.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190707_093326,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1245708288/L-L1_GWOSC_O3a_4KHZ_R1-1246523392-4096.hdf5,GWOSC,data/real_strain/GW190707_093326/L-L1_GWOSC_O3a_4KHZ_R1-1246523392-4096.hdf5,already_exists,4096.0,1246523392.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190708_232457,H1,,GWOSC,,no_gwosc_url,,
GWTC-3/O1-O3,strain_hdf5_4khz,GW190708_232457,L1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190708_232457/v2/L-L1_GWOSC_4KHZ_R1-1246661468-4096.hdf5,GWOSC,data/real_strain/GW190708_232457/L-L1_GWOSC_4KHZ_R1-1246661468-4096.hdf5,already_exists,4096.0,1246661468.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190720_000836,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1246756864/H-H1_GWOSC_O3a_4KHZ_R1-1247612928-4096.hdf5,GWOSC,data/real_strain/GW190720_000836/H-H1_GWOSC_O3a_4KHZ_R1-1247612928-4096.hdf5,already_exists,4096.0,1247612928.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190720_000836,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1246756864/L-L1_GWOSC_O3a_4KHZ_R1-1247612928-4096.hdf5,GWOSC,data/real_strain/GW190720_000836/L-L1_GWOSC_O3a_4KHZ_R1-1247612928-4096.hdf5,already_exists,4096.0,1247612928.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190725_174728,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/H-H1_GWOSC_O3a_4KHZ_R1-1248108544-4096.hdf5,GWOSC,data/real_strain/GW190725_174728/H-H1_GWOSC_O3a_4KHZ_R1-1248108544-4096.hdf5,already_exists,4096.0,1248108544.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190725_174728,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/L-L1_GWOSC_O3a_4KHZ_R1-1248108544-4096.hdf5,GWOSC,data/real_strain/GW190725_174728/L-L1_GWOSC_O3a_4KHZ_R1-1248108544-4096.hdf5,already_exists,4096.0,1248108544.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190727_060333,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/H-H1_GWOSC_O3a_4KHZ_R1-1248239616-4096.hdf5,GWOSC,data/real_strain/GW190727_060333/H-H1_GWOSC_O3a_4KHZ_R1-1248239616-4096.hdf5,already_exists,4096.0,1248239616.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190727_060333,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/L-L1_GWOSC_O3a_4KHZ_R1-1248239616-4096.hdf5,GWOSC,data/real_strain/GW190727_060333/L-L1_GWOSC_O3a_4KHZ_R1-1248239616-4096.hdf5,already_exists,4096.0,1248239616.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190728_064510,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/H-H1_GWOSC_O3a_4KHZ_R1-1248329728-4096.hdf5,GWOSC,data/real_strain/GW190728_064510/H-H1_GWOSC_O3a_4KHZ_R1-1248329728-4096.hdf5,already_exists,4096.0,1248329728.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190728_064510,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/L-L1_GWOSC_O3a_4KHZ_R1-1248329728-4096.hdf5,GWOSC,data/real_strain/GW190728_064510/L-L1_GWOSC_O3a_4KHZ_R1-1248329728-4096.hdf5,already_exists,4096.0,1248329728.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190803_022701,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/H-H1_GWOSC_O3a_4KHZ_R1-1248833536-4096.hdf5,GWOSC,data/real_strain/GW190803_022701/H-H1_GWOSC_O3a_4KHZ_R1-1248833536-4096.hdf5,already_exists,4096.0,1248833536.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190803_022701,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1247805440/L-L1_GWOSC_O3a_4KHZ_R1-1248833536-4096.hdf5,GWOSC,data/real_strain/GW190803_022701/L-L1_GWOSC_O3a_4KHZ_R1-1248833536-4096.hdf5,already_exists,4096.0,1248833536.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190828_063405,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1250951168/H-H1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,GWOSC,data/real_strain/GW190828_063405/H-H1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,already_exists,4096.0,1251008512.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190828_063405,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1250951168/L-L1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,GWOSC,data/real_strain/GW190828_063405/L-L1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,already_exists,4096.0,1251008512.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190828_065509,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1250951168/H-H1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,GWOSC,data/real_strain/GW190828_065509/H-H1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,already_exists,4096.0,1251008512.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190828_065509,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1250951168/L-L1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,GWOSC,data/real_strain/GW190828_065509/L-L1_GWOSC_O3a_4KHZ_R1-1251008512-4096.hdf5,already_exists,4096.0,1251008512.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190910_112807,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1251999744/H-H1_GWOSC_O3a_4KHZ_R1-1252147200-4096.hdf5,GWOSC,data/real_strain/GW190910_112807/H-H1_GWOSC_O3a_4KHZ_R1-1252147200-4096.hdf5,already_exists,4096.0,1252147200.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190910_112807,L1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190910_112807/v2/L-L1_GWOSC_4KHZ_R1-1252148058-4096.hdf5,GWOSC,data/real_strain/GW190910_112807/L-L1_GWOSC_4KHZ_R1-1252148058-4096.hdf5,already_exists,4096.0,1252148058.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190915_235702,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1251999744/H-H1_GWOSC_O3a_4KHZ_R1-1252626432-4096.hdf5,GWOSC,data/real_strain/GW190915_235702/H-H1_GWOSC_O3a_4KHZ_R1-1252626432-4096.hdf5,already_exists,4096.0,1252626432.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190915_235702,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1251999744/L-L1_GWOSC_O3a_4KHZ_R1-1252626432-4096.hdf5,GWOSC,data/real_strain/GW190915_235702/L-L1_GWOSC_O3a_4KHZ_R1-1252626432-4096.hdf5,already_exists,4096.0,1252626432.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190924_021846,H1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/H-H1_GWOSC_4KHZ_R1-1253324697-4096.hdf5,GWOSC,data/real_strain/GW190924_021846/H-H1_GWOSC_4KHZ_R1-1253324697-4096.hdf5,already_exists,4096.0,1253324697.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190924_021846,L1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190924_021846/v2/L-L1_GWOSC_4KHZ_R1-1253324697-4096.hdf5,GWOSC,data/real_strain/GW190924_021846/L-L1_GWOSC_4KHZ_R1-1253324697-4096.hdf5,already_exists,4096.0,1253324697.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190925_232845,H1,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190925_232845/v1/H-H1_GWOSC_4KHZ_R1-1253487296-4096.hdf5,GWOSC,data/real_strain/GW190925_232845/H-H1_GWOSC_4KHZ_R1-1253487296-4096.hdf5,already_exists,4096.0,1253487296.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190925_232845,L1,,GWOSC,,no_gwosc_url,,
GWTC-3/O1-O3,strain_hdf5_4khz,GW190929_012149,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1253048320/H-H1_GWOSC_O3a_4KHZ_R1-1253752832-4096.hdf5,GWOSC,data/real_strain/GW190929_012149/H-H1_GWOSC_O3a_4KHZ_R1-1253752832-4096.hdf5,already_exists,4096.0,1253752832.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190929_012149,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1253048320/L-L1_GWOSC_O3a_4KHZ_R1-1253752832-4096.hdf5,GWOSC,data/real_strain/GW190929_012149/L-L1_GWOSC_O3a_4KHZ_R1-1253752832-4096.hdf5,already_exists,4096.0,1253752832.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190930_133541,H1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1253048320/H-H1_GWOSC_O3a_4KHZ_R1-1253883904-4096.hdf5,GWOSC,data/real_strain/GW190930_133541/H-H1_GWOSC_O3a_4KHZ_R1-1253883904-4096.hdf5,already_exists,4096.0,1253883904.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW190930_133541,L1,https://gwosc.org/archive/data/O3a_4KHZ_R1/1253048320/L-L1_GWOSC_O3a_4KHZ_R1-1253883904-4096.hdf5,GWOSC,data/real_strain/GW190930_133541/L-L1_GWOSC_O3a_4KHZ_R1-1253883904-4096.hdf5,already_exists,4096.0,1253883904.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191105_143521,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191105_143521/v1/H-H1_GWOSC_4KHZ_R1-1256997692-4096.hdf5,GWOSC,data/real_strain/GW191105_143521/H-H1_GWOSC_4KHZ_R1-1256997692-4096.hdf5,already_exists,4096.0,1256997692.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191105_143521,L1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191105_143521/v1/L-L1_GWOSC_4KHZ_R1-1256997692-4096.hdf5,GWOSC,data/real_strain/GW191105_143521/L-L1_GWOSC_4KHZ_R1-1256997692-4096.hdf5,already_exists,4096.0,1256997692.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191109_010717,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191109_010717/v1/H-H1_GWOSC_4KHZ_R1-1257294808-4096.hdf5,GWOSC,data/real_strain/GW191109_010717/H-H1_GWOSC_4KHZ_R1-1257294808-4096.hdf5,already_exists,4096.0,1257294808.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191109_010717,L1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191109_010717/v1/L-L1_GWOSC_4KHZ_R1-1257294808-4096.hdf5,GWOSC,data/real_strain/GW191109_010717/L-L1_GWOSC_4KHZ_R1-1257294808-4096.hdf5,already_exists,4096.0,1257294808.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191127_050227,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191127_050227/v1/H-H1_GWOSC_4KHZ_R1-1258864118-4096.hdf5,GWOSC,data/real_strain/GW191127_050227/H-H1_GWOSC_4KHZ_R1-1258864118-4096.hdf5,already_exists,4096.0,1258864118.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191127_050227,L1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191127_050227/v1/L-L1_GWOSC_4KHZ_R1-1258864118-4096.hdf5,GWOSC,data/real_strain/GW191127_050227/L-L1_GWOSC_4KHZ_R1-1258864118-4096.hdf5,already_exists,4096.0,1258864118.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191129_134029,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191129_134029/v1/H-H1_GWOSC_4KHZ_R1-1259068000-4096.hdf5,GWOSC,data/real_strain/GW191129_134029/H-H1_GWOSC_4KHZ_R1-1259068000-4096.hdf5,already_exists,4096.0,1259068000.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191129_134029,L1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191129_134029/v1/L-L1_GWOSC_4KHZ_R1-1259068000-4096.hdf5,GWOSC,data/real_strain/GW191129_134029/L-L1_GWOSC_4KHZ_R1-1259068000-4096.hdf5,already_exists,4096.0,1259068000.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191204_171526,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1/H-H1_GWOSC_4KHZ_R1-1259512896-4096.hdf5,GWOSC,data/real_strain/GW191204_171526/H-H1_GWOSC_4KHZ_R1-1259512896-4096.hdf5,already_exists,4096.0,1259512896.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191204_171526,L1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191204_171526/v1/L-L1_GWOSC_4KHZ_R1-1259512896-4096.hdf5,GWOSC,data/real_strain/GW191204_171526/L-L1_GWOSC_4KHZ_R1-1259512896-4096.hdf5,already_exists,4096.0,1259512896.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191215_223052,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/H-H1_GWOSC_4KHZ_R1-1260482223-4096.hdf5,GWOSC,data/real_strain/GW191215_223052/H-H1_GWOSC_4KHZ_R1-1260482223-4096.hdf5,already_exists,4096.0,1260482223.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191215_223052,L1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191215_223052/v1/L-L1_GWOSC_4KHZ_R1-1260482223-4096.hdf5,GWOSC,data/real_strain/GW191215_223052/L-L1_GWOSC_4KHZ_R1-1260482223-4096.hdf5,already_exists,4096.0,1260482223.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191216_213338,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191216_213338/v1/H-H1_GWOSC_4KHZ_R1-1260565189-4096.hdf5,GWOSC,data/real_strain/GW191216_213338/H-H1_GWOSC_4KHZ_R1-1260565189-4096.hdf5,already_exists,4096.0,1260565189.0
GWTC-3/O1-O3,strain_hdf5_4khz,GW191216_213338,L1,,GWOSC,,no_gwosc_url,,
GWTC-3/O1-O3,strain_hdf5_4khz,GW191219_163120,H1,https://gwosc.org/eventapi/json/GWTC-3-confident/GW191219_163120/v1/H-H1_GWOSC_4KHZ_R1-1260806251-4096.hdf5,GWOSC,data/real_strain/GW191219_163120/H-H1_GWOSC_4KHZ_R1-1260806251-4096.hdf5,already_exists,4096.0,1260806251.0
